Timestamp,MainIncoming_kW,CHWRT,CWRT,CHWST,CWST,CHW Flow,CDW Flow,heat_in,heat_out,lift,chwdt,cwdt,DemoSite Demo avgHum,DemoSite Demo avgTemp,DemoSite Demo Calculated Wet Bulb
2023-05-23T19:30:00+08:00 Singapore,72.52133534749349kW,10.401494153340657°C,30.151041666666668°C,7.677619425455729°C,27.554793294270834°C,37.357774353027345L/s,39.691488138834636L/s,40.79916846551553_RT,85.22854010343718_RT,22.47342224121094Δ°C,2.723874727884928Δ°C,2.5962483723958343Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-23T19:45:00+08:00 Singapore,71.61072413126628kW,10.253621482849121°C,30.166571044921874°C,7.593545532226562°C,27.438901774088542°C,37.30730361938477L/s,39.734091440836586L/s,39.680636819948944_RT,89.16616551758749_RT,22.57302551269531Δ°C,2.6600759506225593Δ°C,2.7276692708333314Δ°C,78.25%RH,28°C,24.95428680546416°C
2023-05-23T20:00:00+08:00 Singapore,49.739619700113934kW,9.551445198059081°C,28.834419759114585°C,7.613338216145833°C,27.118758138020834°C,37.38589782714844L/s,39.714901733398435L/s,26.980460371130548_RT,55.429771561227966_RT,21.22108154296875Δ°C,1.938106981913248Δ°C,1.7156616210937514Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-23T20:15:00+08:00 Singapore,49.97956110636393kW,9.320711199442545°C,28.751116943359374°C,7.596626790364583°C,27.02332967122396°C,37.353921254475914L/s,39.73217290242513L/s,25.096608909608115_RT,55.625097408986576_RT,21.15449015299479Δ°C,1.7240844090779621Δ°C,1.7277872721354157Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-23T20:30:00+08:00 Singapore,49.92695871988932kW,9.490203603108723°C,28.60286661783854°C,7.567572021484375°C,26.959476725260416°C,37.35430628458659L/s,39.72449620564779L/s,26.814675589924512_RT,52.78295798528729_RT,21.035294596354163Δ°C,1.9226315816243478Δ°C,1.6433898925781243Δ°C,77.5%RH,28°C,24.844492731625298°C
2023-05-23T20:45:00+08:00 Singapore,50.40269012451172kW,9.574811681111653°C,28.79224853515625°C,7.6053721110026045°C,27.058502197265625°C,37.33427302042643L/s,39.72296193440755L/s,27.41947026106432_RT,55.88959522348272_RT,21.186876424153645Δ°C,1.9694395701090484Δ°C,1.7337463378906257Δ°C,77.25%RH,28°C,24.807844014188912°C
2023-05-23T21:00:00+08:00 Singapore,50.7141616821289kW,9.440957959493002°C,28.823807779947916°C,7.606142171223959°C,27.255303955078126°C,37.3805046081543L/s,39.72372843424479L/s,26.32319004577868_RT,50.93053830577353_RT,21.21766560872396Δ°C,1.8348157882690428Δ°C,1.56850382486979Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-23T21:15:00+08:00 Singapore,50.29275360107422kW,9.424433453877766°C,28.784486897786458°C,7.567056274414062°C,27.135080973307293°C,37.357774353027345L/s,39.72257690429687L/s,26.30520158707479_RT,53.32125058427999_RT,21.217430623372394Δ°C,1.857377179463704Δ°C,1.649405924479165Δ°C,76.75%RH,28°C,24.73446885028306°C
2023-05-23T21:30:00+08:00 Singapore,50.00917129516601kW,9.576556841532389°C,28.79560546875°C,7.557799275716146°C,27.14851277669271°C,37.308074442545575L/s,39.68726577758789L/s,27.66924392334935_RT,53.272826331491075_RT,21.237806193033855Δ°C,2.0187575658162427Δ°C,1.6470926920572921Δ°C,76.5%RH,28°C,24.697741831720407°C
2023-05-23T21:45:00+08:00 Singapore,49.830797068277995kW,9.646065775553385°C,28.616839599609374°C,7.584028116861979°C,27.01429443359375°C,37.37241439819336L/s,39.69993209838867L/s,28.079067030268785_RT,51.575751195197796_RT,21.032811482747395Δ°C,2.0620376586914064Δ°C,1.6025451660156236Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-23T22:00:00+08:00 Singapore,50.425357055664065kW,9.361028607686361°C,28.76585489908854°C,7.565001424153646°C,27.03653564453125°C,37.33273137410482L/s,39.70952784220378L/s,25.776961246935137_RT,55.70162609698784_RT,21.200853474934895Δ°C,1.7960271835327148Δ°C,1.7293192545572929Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-23T22:15:00+08:00 Singapore,50.22865269978841kW,9.494251950581868°C,28.881245930989582°C,7.575541178385417°C,27.099605305989584°C,37.36355311075847L/s,39.71988983154297L/s,26.861857402663475_RT,57.52077478192873_RT,21.305704752604164Δ°C,1.9187107721964507Δ°C,1.7816406249999979Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-23T22:30:00+08:00 Singapore,50.17326838175456kW,9.390728823343913°C,28.929620361328126°C,7.587111409505209°C,26.975496419270833°C,37.341593170166014L/s,39.719505818684894L/s,25.829557625550052_RT,62.80051511329245_RT,21.342508951822918Δ°C,1.8036174138387047Δ°C,1.9541239420572936Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-23T22:45:00+08:00 Singapore,50.39467264811198kW,9.454647127787272°C,28.852530924479165°C,7.575802612304687°C,27.33444620768229°C,37.355847422281904L/s,39.68764902750651L/s,26.522326335982093_RT,49.43652575366874_RT,21.276728312174477Δ°C,1.8788445154825846Δ°C,1.5180847167968743Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-23T23:00:00+08:00 Singapore,49.943521118164064kW,9.646290143330893°C,28.98318888346354°C,7.579660034179687°C,27.32718302408854°C,37.32464116414388L/s,39.713365427652995L/s,28.132698517467805_RT,53.91360708613999_RT,21.403528849283852Δ°C,2.0666301091512054Δ°C,1.656005859375Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-23T23:15:00+08:00 Singapore,51.27096277872722kW,9.529285303751628°C,29.101944986979166°C,7.583516438802083°C,27.502264404296874°C,37.33465830485026L/s,39.70338592529297L/s,27.41197959940859_RT,52.41352649285999_RT,21.518428548177084Δ°C,1.945768864949545Δ°C,1.5996805826822929Δ°C,75.75%RH,28°C,24.58739954284959°C
2023-05-23T23:30:00+08:00 Singapore,51.25721715291341kW,9.614218012491863°C,29.12652587890625°C,7.567578125°C,27.431392415364584°C,37.40400670369466L/s,39.70875956217448L/s,28.267789055327125_RT,55.39791312878233_RT,21.55894775390625Δ°C,2.046639887491863Δ°C,1.6951334635416657Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-23T23:45:00+08:00 Singapore,50.37612584431966kW,9.603723843892416°C,29.03958740234375°C,7.604086303710938°C,27.329777018229166°C,37.339280954996745L/s,39.68649775187175L/s,27.695187813942375_RT,55.67057324653542_RT,21.435501098632812Δ°C,1.999637540181478Δ°C,1.7098103841145829Δ°C,75.25%RH,28°C,24.51370069764777°C
2023-05-24T00:00:00+08:00 Singapore,50.90570551554362kW,9.626852734883625°C,29.019403076171876°C,7.54906005859375°C,27.32977294921875°C,37.38551254272461L/s,39.71758778889974L/s,28.41578058034372_RT,55.01350594863072_RT,21.470343017578127Δ°C,2.0777926762898753Δ°C,1.6896301269531264Δ°C,75%RH,28°C,24.476809177650935°C
2023-05-24T00:15:00+08:00 Singapore,50.32233428955078kW,9.477812004089355°C,28.798714192708335°C,7.550864664713542°C,27.209796142578124°C,37.28495763142904L/s,39.68112411499023L/s,26.880669258640957_RT,51.50725925765459_RT,21.247849527994795Δ°C,1.926947339375813Δ°C,1.5889180501302107Δ°C,75.25%RH,28°C,24.51370069764777°C
2023-05-24T00:30:00+08:00 Singapore,49.70135752360026kW,9.582397524515788°C,28.850984700520833°C,7.597660319010417°C,27.12807413736979°C,37.35045344034831L/s,39.70760879516602L/s,27.36239277868623_RT,55.683093147519976_RT,21.253324381510417Δ°C,1.984737205505371Δ°C,1.7229105631510429Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-24T00:45:00+08:00 Singapore,50.03744710286458kW,9.376715850830077°C,28.69522705078125°C,7.575030517578125°C,27.125225830078126°C,37.3489133199056L/s,39.691871643066406L/s,25.741169486757492_RT,50.73585778124696_RT,21.120196533203124Δ°C,1.8016853332519522Δ°C,1.5700012207031229Δ°C,75.75%RH,28°C,24.58739954284959°C
2023-05-24T01:00:00+08:00 Singapore,49.31518580118815kW,9.299270057678223°C,28.6354736328125°C,7.5688629150390625°C,27.08668212890625°C,37.33774032592773L/s,39.68381067911784L/s,24.866969535868314_RT,49.979329257772555_RT,21.066610717773436Δ°C,1.7304071426391605Δ°C,1.5487915039062479Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-24T01:15:00+08:00 Singapore,50.19637858072917kW,9.345828374226889°C,28.735587565104165°C,7.572712198893229°C,26.993351236979166°C,37.34467468261719L/s,39.713366444905596L/s,25.535389530435175_RT,56.02805232549432_RT,21.162875366210937Δ°C,1.7731161753336595Δ°C,1.7422363281249993Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-24T01:30:00+08:00 Singapore,49.6981081644694kW,9.526224454243978°C,28.70299072265625°C,7.597658284505209°C,27.159613037109374°C,37.37010192871094L/s,39.695325978597005L/s,26.844210542081086_RT,49.93872492836718_RT,21.10533243815104Δ°C,1.9285661697387697Δ°C,1.5433776855468757Δ°C,76.5%RH,28°C,24.697741831720407°C
2023-05-24T01:45:00+08:00 Singapore,49.14704971313476kW,9.532809829711914°C,28.598211669921874°C,7.5889129638671875°C,26.952750651041665°C,37.37780863444011L/s,39.694173940022786L/s,26.818281996867018_RT,52.83629380029783_RT,21.009298706054686Δ°C,1.9438968658447262Δ°C,1.6454610188802086Δ°C,76.75%RH,28°C,24.73446885028306°C
2023-05-24T02:00:00+08:00 Singapore,49.986218770345054kW,9.640866724650065°C,28.733516438802084°C,7.587117513020833°C,26.88447265625°C,37.33658396402995L/s,39.752515157063804L/s,28.042416546353532_RT,59.22299567280241_RT,21.146398925781252Δ°C,2.053749211629232Δ°C,1.8490437825520836Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T02:15:00+08:00 Singapore,49.52228062947591kW,9.49575792948405°C,28.653824869791666°C,7.593796793619791°C,27.15340576171875°C,37.33851140340169L/s,39.7003168741862L/s,26.539699175564664_RT,48.537628177095996_RT,21.060028076171875Δ°C,1.9019611358642585Δ°C,1.500419108072915Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T02:30:00+08:00 Singapore,49.61129531860352kW,9.63842913309733°C,28.674013264973958°C,7.547260538736979°C,26.94656982421875°C,37.366635131835935L/s,39.71912358601888L/s,28.176158299700916_RT,55.45605615029813_RT,21.12675272623698Δ°C,2.0911685943603517Δ°C,1.7274434407552093Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T02:45:00+08:00 Singapore,49.105342864990234kW,9.553235371907553°C,28.629520670572916°C,7.570404052734375°C,26.925325520833333°C,37.31616439819336L/s,39.70185038248698L/s,27.114765558122997_RT,54.666584694634466_RT,21.05911661783854Δ°C,1.9828313191731777Δ°C,1.7041951497395829Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T03:00:00+08:00 Singapore,50.204114023844404kW,9.461689058939616°C,28.780088297526042°C,7.576834106445313°C,26.954817708333334°C,37.333116404215495L/s,39.72487945556641L/s,26.51598256988723_RT,58.61453307941433_RT,21.20325419108073Δ°C,1.8848549524943028Δ°C,1.8252705891927086Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T03:15:00+08:00 Singapore,50.17456868489583kW,9.44091370900472°C,28.781901041666668°C,7.5806884765625°C,27.05904541015625°C,37.29844233194987L/s,39.69609502156575L/s,26.337457282805403_RT,55.53963393195624_RT,21.201212565104168Δ°C,1.86022523244222Δ°C,1.7228556315104164Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T03:30:00+08:00 Singapore,49.554614003499346kW,9.68927427927653°C,28.674015299479166°C,7.596371459960937°C,27.034716796875°C,37.37857894897461L/s,39.69110387166341L/s,28.27897889721197_RT,52.798492322671066_RT,21.077643839518228Δ°C,2.0929028193155927Δ°C,1.6392985026041664Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T03:45:00+08:00 Singapore,49.40497868855794kW,9.532464790344239°C,28.74541015625°C,7.591490681966146°C,26.896903483072915°C,37.30422134399414L/s,39.72756652832031L/s,26.84499978254314_RT,59.233168144592106_RT,21.153919474283853Δ°C,1.940974108378093Δ°C,1.8485066731770843Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T04:00:00+08:00 Singapore,49.859641011555986kW,9.537736256917318°C,28.691607666015624°C,7.581196085611979°C,26.9822265625°C,37.30345179239909L/s,39.710679117838545L/s,27.10600036505239_RT,54.94881587376607_RT,21.110411580403646Δ°C,1.9565401713053392Δ°C,1.709381103515625Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T04:15:00+08:00 Singapore,49.27633845011393kW,9.606153361002605°C,28.754473876953124°C,7.592772420247396°C,26.929473876953125°C,37.28881047566732L/s,39.7229611714681L/s,27.478666563588213_RT,58.55074050855595_RT,21.161701456705728Δ°C,2.0133809407552086Δ°C,1.8249999999999993Δ°C,76.75%RH,28°C,24.73446885028306°C
2023-05-24T04:30:00+08:00 Singapore,49.731092580159505kW,9.295548756917318°C,28.91824747721354°C,7.563972981770833°C,27.332865397135418°C,37.28842544555664L/s,39.72181040445964L/s,25.02486006268859_RT,51.62508292317507_RT,21.35427449544271Δ°C,1.731575775146485Δ°C,1.5853820800781229Δ°C,76.5%RH,28°C,24.697741831720407°C
2023-05-24T04:45:00+08:00 Singapore,49.83714930216471kW,9.45261681874593°C,28.85226033528646°C,7.5680898030598955°C,27.157548014322916°C,37.34660135904948L/s,39.67920608520508L/s,26.413531284655285_RT,54.831256423447336_RT,21.284170532226565Δ°C,1.884527015686035Δ°C,1.6947123209635429Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-24T05:00:00+08:00 Singapore,51.76233647664388kW,9.553827985127766°C,28.952152506510416°C,7.606914265950521°C,27.180818684895833°C,37.445230356852214L/s,39.72487970987956L/s,27.58862124391581_RT,57.359400453712546_RT,21.345238240559894Δ°C,1.9469137191772452Δ°C,1.7713338216145829Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-24T05:15:00+08:00 Singapore,52.851846313476564kW,9.702824211120605°C,29.21657918294271°C,7.573753865559896°C,27.33753865559896°C,37.499167378743486L/s,39.72065760294596L/s,29.51975039588983_RT,61.19799755092686_RT,21.642825317382815Δ°C,2.1290703455607094Δ°C,1.8790405273437507Δ°C,76%RH,27.75°C,24.38692929110363°C
2023-05-24T05:30:00+08:00 Singapore,51.99302978515625kW,9.487296422322592°C,29.228731282552083°C,7.59354248046875°C,27.559694417317708°C,37.522284189860024L/s,39.673832194010416L/s,27.170755691543974_RT,54.800179597394795_RT,21.635188802083334Δ°C,1.8937539418538414Δ°C,1.669036865234375Δ°C,76%RH,27.5°C,24.149650998462082°C
2023-05-24T05:45:00+08:00 Singapore,51.420048268636066kW,9.414072163899739°C,29.204402669270834°C,7.586088053385416°C,27.41977742513021°C,37.505331929524736L/s,39.69878056844075L/s,26.400331846135963_RT,58.29785983876122_RT,21.618314615885417Δ°C,1.8279841105143229Δ°C,1.7846252441406243Δ°C,76%RH,27.25°C,23.91237259309808°C
2023-05-24T06:00:00+08:00 Singapore,51.6164545694987kW,9.523974736531576°C,29.1068603515625°C,7.5812021891276045°C,27.354073079427085°C,37.52035725911458L/s,39.70338668823242L/s,27.48972014345405_RT,57.12061417523931_RT,21.525658162434894Δ°C,1.9427725474039717Δ°C,1.7527872721354143Δ°C,76%RH,27°C,23.67509407419094°C
2023-05-24T06:15:00+08:00 Singapore,52.16675542195638kW,9.392549641927083°C,29.159128824869793°C,7.543404134114583°C,27.50356648763021°C,37.5165049235026L/s,39.70415318806966L/s,26.699251341355684_RT,54.24706009153018_RT,21.615724690755208Δ°C,1.8491455078124996Δ°C,1.6555623372395836Δ°C,76.25%RH,27°C,23.711174452283803°C
2023-05-24T06:30:00+08:00 Singapore,73.40878321329753kW,10.464779154459636°C,30.327339680989585°C,7.726735432942708°C,27.72677205403646°C,37.590091451009116L/s,39.68726552327474L/s,41.32819677941119_RT,85.90315579108164_RT,22.600604248046878Δ°C,2.738043721516928Δ°C,2.6005676269531257Δ°C,76.5%RH,27°C,23.747230259699684°C
2023-05-24T06:45:00+08:00 Singapore,72.702707417806kW,10.432625516255696°C,30.551206461588542°C,7.661166381835938°C,27.71097615559896°C,37.51958719889323L/s,39.70530598958333L/s,41.2078879197157_RT,93.76635554649643_RT,22.890040079752605Δ°C,2.771459134419758Δ°C,2.840230305989582Δ°C,76.75%RH,27°C,23.783261775061238°C
2023-05-24T07:00:00+08:00 Singapore,82.01741078694661kW,10.822831344604491°C,31.02365519205729°C,7.758610026041667°C,27.681756591796876°C,37.72840398152669L/s,39.67651901245117L/s,46.862320887117036_RT,110.21192007756848_RT,23.265045166015625Δ°C,3.064221318562825Δ°C,3.3418986002604143Δ°C,77%RH,27°C,23.819269274495586°C
2023-05-24T07:15:00+08:00 Singapore,79.68521830240886kW,10.884162902832031°C,31.03062744140625°C,7.739837646484375°C,27.895924886067707°C,37.696040852864584L/s,39.70492095947266L/s,46.92686593293121_RT,104.17865772820379_RT,23.290789794921874Δ°C,3.1443252563476562Δ°C,3.134702555338542Δ°C,77%RH,27.25°C,24.057244491044525°C
2023-05-24T07:30:00+08:00 Singapore,81.36926066080729kW,10.686213938395182°C,30.966947428385417°C,7.660128784179688°C,28.096893310546875°C,37.71029561360677L/s,39.70300216674805L/s,45.997731378404815_RT,96.07049820957009_RT,23.30681864420573Δ°C,3.0260851542154947Δ°C,2.870054117838542Δ°C,77%RH,27.5°C,24.295219597286124°C
2023-05-24T07:45:00+08:00 Singapore,80.83628896077474kW,10.901642990112304°C,31.01690673828125°C,7.763751220703125°C,28.13388671875°C,37.66406377156576L/s,39.69033610026042L/s,47.25764050355791_RT,96.63157255917683_RT,23.253155517578126Δ°C,3.137891769409179Δ°C,2.8830200195312514Δ°C,77%RH,27.75°C,24.53319459401008°C
2023-05-24T08:00:00+08:00 Singapore,83.3169667561849kW,10.880579566955566°C,31.2227294921875°C,7.782259114583334°C,28.114729817708334°C,37.600878143310545L/s,39.68227615356445L/s,47.67933066917095_RT,104.10139124228472_RT,23.440470377604168Δ°C,3.0983204523722323Δ°C,3.107999674479167Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-24T08:15:00+08:00 Singapore,83.01474609375kW,10.818718719482423°C,31.083453369140624°C,7.791267903645833°C,27.93599650065104°C,37.60935541788737L/s,39.70108286539713L/s,46.947902080600386_RT,104.75279261543213_RT,23.29218546549479Δ°C,3.0274508158365894Δ°C,3.1474568684895843Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-24T08:30:00+08:00 Singapore,85.42193400065104kW,11.079798571268718°C,31.242413330078126°C,7.831631469726562°C,28.30750935872396°C,37.61474838256836L/s,39.72065862019857L/s,49.84147979821104_RT,98.97766637904722_RT,23.410781860351562Δ°C,3.2481671015421556Δ°C,2.934903971354167Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-24T08:45:00+08:00 Singapore,87.37176208496093kW,10.891918309529622°C,31.61368408203125°C,7.645219930013021°C,28.249788411458333°C,37.65019302368164L/s,39.71336669921875L/s,49.659670128012536_RT,113.21380111023161_RT,23.968464152018228Δ°C,3.2466983795166007Δ°C,3.3638956705729157Δ°C,74.75%RH,28°C,24.43988918561576°C
2023-05-24T09:00:00+08:00 Singapore,82.08064117431641kW,11.052476437886556°C,31.128751627604167°C,7.782265218098958°C,28.007403564453124°C,37.62630666097005L/s,39.69071985880534L/s,48.901621483950976_RT,104.14938353836868_RT,23.34648640950521Δ°C,3.2702112197875977Δ°C,3.121348063151043Δ°C,74%RH,28°C,24.328955274900295°C
2023-05-24T09:15:00+08:00 Singapore,87.07274780273437kW,10.926807912190755°C,31.309724934895833°C,7.664256795247396°C,28.278487141927084°C,37.65057907104492L/s,39.71029485066732L/s,49.78465654045962_RT,102.12165237741057_RT,23.645468139648436Δ°C,3.262551116943359Δ°C,3.0312377929687493Δ°C,73.75%RH,28.25°C,24.527593112523867°C
2023-05-24T09:30:00+08:00 Singapore,87.48625284830729kW,10.875490379333495°C,31.48112589518229°C,7.7305857340494795°C,28.450248209635415°C,37.62669219970703L/s,39.716436767578124L/s,49.08370212086848_RT,102.72972478030086_RT,23.75054016113281Δ°C,3.144904645284016Δ°C,3.0308776855468764Δ°C,73.5%RH,28.5°C,24.72583825115721°C
